"station","Year","Season","cruise","line","SB#","D/O?","Date","Hour","Quality","Sarah's scale (amt of background)","Types of Background","Detections?","Blue B","Blue D","Fin 20Hz Singular","Fin 20Hz Song","Fin C.C.","Fin H.C.","Humpback Song","Humpback Non-song","Start/End","Hour spans","Comments","Scan Method","Time window","Top freq","Low Freq","FFT Length","Overlap","SpeciesName","longitude","latitude","depth"
60,2010,"Winter","CC10","87.0","SB16","DIFAR",2010-01-23,1899-12-31 22:00:00,"High","bit to lots","1,2,3,B","Yes",0,0,0,1,0,0,1,0,NA,1,NA,"wav files, cts","60s","500Hz","0Hz",1500,0.98,"Humpback Whale",-120.48906,34.46667,20
60,2011,"Fall","CC1110","83.0","SB30","DIFAR",2011-10-28,1899-12-31 02:00:00,"High","bit","1,2,3","Yes",1,0,0,1,0,0,0,0,NA,4,NA,"wav files, cts","60s","500Hz","0Hz",1500,0.98,"Blue Whale",-120.48906,34.46667,20
60,2006,"Fall","CC061","80.0","SB28","OMNI",2006-11-02,1899-12-31 14:00:00,"Poor","tons","1,2,A,B","No",0,0,0,0,0,0,0,0,NA,6,"looks broken","wav files, cts","60s","500Hz","0Hz",1500,0.98,NA,-120.48906,34.46667,20
60,2011,"Summer","CC1108","83.0","SB45","DIFAR",2011-08-07,1899-12-31 18:00:00,"Poor","tons","1,2,A,B","No",0,0,0,0,0,0,0,0,"starts 18:28:58",4,"static takes over 5min11s in every 10 min; looks broken","wav files, cts","60s","500Hz","0Hz",1500,0.98,NA,-120.48906,34.46667,20
60,2009,"Fall","CC0911","76.0","SB27","OMNI",2009-11-21,1899-12-31 23:00:00,"High","bit to lots","1,2,3,B","No",0,0,0,0,0,0,0,0,"starts 23:09:37",6,NA,"wav files, cts","60s","500Hz","0Hz",1500,0.98,NA,-120.48906,34.46667,20
60,2007,"Winter","CC07","93.0","SB03","OMNI",2007-01-14,1899-12-31 16:00:00,"High","bit","1,3","Yes",0,0,0,1,0,0,1,0,"starts 16:56:32",1,NA,"wav files, cts","60s","500Hz","0Hz",1500,0.98,"Humpback Whale",-120.48906,34.46667,20
60,2008,"Fall","CC0810","77.0","SB29","OMNI",2008-10-29,1899-12-31 02:00:00,"High","bit to lots","1,2,3,A,B","Yes",0,0,0,1,0,0,0,0,"ends 2:13:00",2,"static takes over 7min 48sec into each 10min file","wav files, cts","60s","500Hz","0Hz",1500,0.98,"Fin Whale",-120.48906,34.46667,20
60,2007,"Winter","CC07","90.0","SB11","OMNI",2007-01-19,1899-12-31 18:00:00,"High**","bit to lots**","1,2,3,A,B","No",0,0,0,0,0,0,0,0,NA,6,"static takes over 5min 11sec into each 10min file","wav files, cts","60s","500Hz","0Hz",1500,0.98,NA,-120.48906,34.46667,20
60,2008,"Spring","CC080","90.0","SB10","OMNI",2008-03-30,1899-12-31 19:00:00,"High","bit to lots","1,2,3,A","No",0,0,0,0,0,0,0,0,NA,6,"static takes over 7min 48sec into each 10min file","wav files, cts","60s","500Hz","0Hz",3000,0.98,NA,-120.48906,34.46667,20
60,2012,"Fall","CC1210","83.0","SB39","DIFAR",2012-10-31,1899-12-31 01:00:00,"High","bit","1,2,3","Yes",1,0,0,1,0,0,0,0,NA,1,NA,"wav file, cts","60s","500-1000Hz","0Hz",3500,0.98,"Fin Whale",-120.48906,34.46667,20
60,2004,"Spring","CC0404","93.0","SB05","OMNI",2004-03-25,1899-12-31 01:00:00,"Poor","tons","1,2,A,B","No",0,0,0,0,0,0,0,0,"starts 1:52:06",1,"static takes over 5min 11sec into each 10min file; just static","wav files, cts","60s","500Hz","0Hz",1500,0.98,NA,-120.48906,34.46667,20
60,2005,"Winter","CC0501","83.0","SB21","OMNI",2005-01-15,1899-12-31 01:00:00,"High**","bit to lots**","1,2,3,A","Yes",0,1,0,0,0,1,1,1,NA,6,"static takes over 5min 11sec into each 10min file","wav files, cts","60s","500Hz","0Hz",1500,0.98,"Blue Whale",-120.48906,34.46667,20
60,2007,"Winter","CC07","90.0","SB11","OMNI",2007-01-19,1899-12-31 19:00:00,"Medium**","lots**","1,2,3,A,B","Yes",0,0,0,0,0,0,1,0,"ends 19:48:22",5,"static takes over 5min 11sec into each 10min file","wav files, cts","60s","500Hz","0Hz",1500,0.98,"Humpback Whale",-120.48906,34.46667,20
60,2004,"Fall","CC041","77.0","SB46","OMNI",2004-11-18,1899-12-31 08:00:00,"Medium**","lots**","1,2,3,A,B","No",0,0,0,0,0,0,0,0,NA,6,"static takes over 5min 11sec into each 10min file","wav files, cts","60s","500Hz","0Hz",1500,0.98,NA,-120.48906,34.46667,20
60,2009,"Summer","CC0907","93.0","SB05","OMNI",2009-07-16,1899-12-31 16:00:00,"Medium*","lots*","1,2,3","No",0,0,0,0,0,0,0,0,NA,6,NA,"wav files, cts","60s","500Hz","0Hz",1500,0.98,NA,-120.48906,34.46667,20
60,2007,"Winter","CC07","93.0","SB03","OMNI",2007-01-14,1899-12-31 17:00:00,"High**","bit**","1,2,3,A","Yes",0,0,0,1,0,0,1,0,NA,6,"static takes over 5min 11sec into each 10min file","wav files, cts","60s","500Hz","0Hz",1500,0.98,"Fin Whale",-120.48906,34.46667,20
60,2005,"Winter","CC0501","83.0","SB21","OMNI",2005-01-15,1899-12-31 01:00:00,"High**","bit to lots**","1,2,3,A","Yes",0,1,0,0,0,1,1,1,NA,6,"static takes over 5min 11sec into each 10min file","wav files, cts","60s","500Hz","0Hz",1500,0.98,"Fin Whale",-120.48906,34.46667,20
60,2006,"Summer","CC06","90.0","SB13","OMNI",2006-07-13,1899-12-31 20:00:00,"Medium","lots","1,2,3,B","adhoc only",0,0,0,0,0,0,0,0,NA,6,"adhoc Blue D","wav files, cts","60s","500Hz","0Hz",1500,0.98,NA,-120.48906,34.46667,20
60,2009,"Winter","CC0901","90.0","SB09","OMNI",2009-01-13,1899-12-31 02:00:00,"Medium","lots","1,2,3,A,B","Yes",0,0,0,0,0,0,1,0,"ends 2:49:00",5,"static takes over 7min 48sec into each 10min file","wav files, cts","60s","500Hz","0Hz",1500,0.98,"Humpback Whale",-120.48906,34.46667,20
60,2005,"Winter","CC0501","90.0","SB10","OMNI",2005-01-09,1899-12-31 16:00:00,"High**","bit to lots**","1,2,3,A,B","Yes",0,1,0,0,0,0,0,0,"starts 16:37:14",3,"static takes over 5min 11sec into each 10min file","wav files, cts","60s","500Hz","0Hz",1500,0.98,"Blue Whale",-120.48906,34.46667,20
60,2004,"Fall","CC041","80.0","SB37","OMNI",2004-11-15,1899-12-31 20:00:00,"Medium**","bit to lots**","1,2,3,A,B","Yes",1,0,0,1,0,0,0,0,NA,6,"static takes over 5min 11sec into each 10min file","wav files, cts","60s","500Hz","0Hz",1500,0.98,"Fin Whale",-120.48906,34.46667,20
60,2005,"Fall","CC0511","80.0","SB26","OMNI",2005-11-17,1899-12-31 16:00:00,"High**","bit to lots**","1,2,3,A,B","Yes",1,0,0,0,0,0,0,0,"starts 16:41:14",2,"static takes over 5min 11sec into each 10min file","wav files, cts","60s","500Hz","0Hz",1500,0.98,"Blue Whale",-120.48906,34.46667,20
60,2009,"Winter","CC0901","90.0","SB09","OMNI",2009-01-13,1899-12-31 01:00:00,"High","bit to lots","1,2,3,A,B","Yes",0,0,0,0,0,0,1,0,NA,6,"static takes over 7min 48sec into each 10min file","wav files, cts","60s","500Hz","0Hz",1500,0.98,"Humpback Whale",-120.48906,34.46667,20
60,2009,"Summer","CC0907","93.0","SB05","OMNI",2009-07-16,1899-12-31 18:00:00,"Medium*","lots*","1,2,3,B","No",0,0,0,0,0,0,0,0,"ends 18:58:00",6,NA,"wav files, cts","60s","500Hz","0Hz",1500,0.98,NA,-120.48906,34.46667,20
60,2010,"Summer","CC1008","83.0","SB36","DIFAR",2010-08-11,1899-12-31 17:00:00,"High","bit to lots","1,2,3,A,B","No",0,0,0,0,0,0,0,0,"ends 17:27:40",4,NA,"wav files, cts","60s","500Hz","0Hz",1500,0.98,NA,-120.48906,34.46667,20
60,2006,"Winter","CC06","60.0","SB42","OMNI",2006-02-25,1899-12-31 16:00:00,"Medium","lots to tons","1,2,3,A,B","No",0,0,0,0,0,0,0,0,"ends 16:19:59",2,NA,"wav files, cts","60s","500Hz","0Hz",1500,0.98,NA,-120.48906,34.46667,20
60,2007,"Fall","CC07","77.0","SB24","OMNI",2007-11-17,1899-12-31 21:00:00,"Medium**","lots to tons**","1,2,3,A,B","No",0,0,0,0,0,0,0,0,NA,6,"static takes over 5min 11sec into each 10min file","wav files, cts","60s","500Hz","0Hz",1500,0.98,NA,-120.48906,34.46667,20
60,2004,"Spring","CC0404","93.0","SB05","OMNI",2004-03-25,1899-12-31 02:00:00,"Poor","tons","1,A,B","No",0,0,0,0,0,0,0,0,NA,6,"static takes over 5min 11sec into each 10min file; just static","wav files, cts","60s","500Hz","0Hz",1500,0.98,NA,-120.48906,34.46667,20
60,2011,"Spring","CC1104","90.0","SB23","DIFAR",2011-04-16,1899-12-31 03:00:00,"Poor","tons","1,A","No",0,0,0,0,0,0,0,0,NA,4,"looks broken","wav files, cts","60s","500Hz","0Hz",1500,0.98,NA,-120.48906,34.46667,20
60,2006,"Fall","CC061","80.0","SB28","OMNI",2006-11-02,1899-12-31 13:00:00,"Poor","tons","1,2,A,B","No",0,0,0,0,0,0,0,0,"starts 13:09:30",6,"looks broken","wav files, cts","60s","500Hz","0Hz",1500,0.98,NA,-120.48906,34.46667,20
60,2005,"Winter","CC0501","83.0","SB21","OMNI",2005-01-15,1899-12-31,"High**","bit to lots**","1,2,3,A,B","Yes",0,1,0,0,0,0,1,0,"starts 0:03:16",6,"static takes over 5min 11sec into each 10min file","wav files, cts","60s","500Hz","0Hz",1500,0.98,"Humpback Whale",-120.48906,34.46667,20
60,2005,"Winter","CC0501","83.0","SB21","OMNI",2005-01-15,1899-12-31,"High**","bit to lots**","1,2,3,A,B","Yes",0,1,0,0,0,0,1,0,"starts 0:03:16",6,"static takes over 5min 11sec into each 10min file","wav files, cts","60s","500Hz","0Hz",1500,0.98,"Blue Whale",-120.48906,34.46667,20
60,2007,"Summer","CC07","90.0","SB10","OMNI",2007-07-03,1899-12-31 21:00:00,"Medium**","bit to lots**","1,2,3,A,B","Yes",0,0,0,0,0,1,0,0,"ends 21:49:04",5,"static takes over 5min 11sec into each 10min file","wav files, cts","60s","500Hz","0Hz",1500,0.98,"Fin Whale",-120.48906,34.46667,20
60,2011,"Winter","CC1101","73.0","SB49","DIFAR",2011-01-29,1899-12-31 17:00:00,"High","bit","1,2","No",0,0,0,0,0,0,0,0,"ends 17:15:59",3,NA,"wav files, cts","60s","500Hz","0Hz",1500,0.98,NA,-120.48906,34.46667,20
60,2011,"Fall","CC1110","87.0","SB20","DIFAR",2011-10-25,1899-12-31 01:00:00,"High","bit to lots","1,2,3","Yes",0,0,0,1,1,1,0,0,"ends 1:58:02",4,NA,"wav files, cts","60s","500Hz","0Hz",1500,0.98,"Fin Whale",-120.48906,34.46667,20
60,2010,"Fall","CC10","86.0","SB21","DIFAR",2010-11-05,1899-12-31 16:00:00,"Medium","lots","1,","No",0,0,0,0,0,0,0,0,NA,2,"just static","wav files, cts","60s","500Hz","0Hz",1500,0.98,NA,-120.48906,34.46667,20
60,2011,"Fall","CC1110","87.0","SB20","DIFAR",2011-10-25,1899-12-31,"High","bit","1,2,3,A","Yes",0,0,0,1,0,1,0,0,"starts 0:03:44",4,NA,"wav files, cts","60s","500Hz","0Hz",1500,0.98,"Fin Whale",-120.48906,34.46667,20
65,2006,"Winter","CC06","67.0","SB37","OMNI",2006-02-23,1899-12-31 17:00:00,"Medium","bit to lots","1,2,3,A,B","No",0,0,0,0,0,0,0,0,"ends 17:19:59",2,NA,"wav files, cts","60s","500Hz","0Hz",1500,0.98,NA,-122.53335,33.48333,4007
65,2006,"Winter","CC06","67.0","SB37","OMNI",2006-02-23,1899-12-31 16:00:00,"High","bit to lots","1,2,3,A,B","adhoc only",0,0,0,0,0,0,0,0,"starts 16:10:00",5,"adhoc Humpback song","wav files, cts","60s","500Hz","0Hz",1500,0.98,NA,-122.53335,33.48333,4007
65,2006,"Winter","CC06","77.0","SB33","OMNI",2006-02-20,1899-12-31 15:00:00,"Medium","lots to tons","1,2,3,B","No",0,0,0,0,0,0,0,0,"starts 15:15:41",6,NA,"wav files, cts","60s","500Hz","0Hz",1500,0.98,NA,-122.53335,33.48333,4007
65,2006,"Winter","CC06","77.0","SB33","OMNI",2006-02-20,1899-12-31 16:00:00,"High","bit to lots","1,2,3,B","Yes",0,0,0,0,0,0,1,0,"ends 16:49:59",5,NA,"wav files, cts","60s","500Hz","0Hz",1500,0.98,"Humpback Whale",-122.53335,33.48333,4007
70,2012,"Winter","CC1202","90.0","SB14","DIFAR",2012-02-01,1899-12-31 22:00:00,"High","bit","1,2","Yes",0,0,0,0,0,0,0,1,"starts 22:17:58",3,NA,"wav files, cts","60s","500Hz","0Hz",1500,0.98,"Humpback Whale",-122.94109,34.05491,4235
70,2010,"Winter","CC10","93.0","SB04","DIFAR",2010-01-15,1899-12-31 02:00:00,"Poor","tons","1,B","No",0,0,0,0,0,0,0,0,NA,2,"looks broken","wav files, cts","60s","500Hz","0Hz",3000,0.95,NA,-122.94109,34.05491,4235
70,2005,"Winter","CC0501","80.0","SB25","OMNI",2005-01-16,1899-12-31 17:00:00,"High**","bit to lots**","1,2,3,A,B","Yes",0,0,0,1,0,1,0,0,"starts 17:18:25",5,"static takes over 5min 11sec into each 10min file","wav files, cts","60s","500Hz","0Hz",1500,0.98,"Fin Whale",-122.94109,34.05491,4235
70,2007,"Spring","CC07","83.0","SB25","OMNI",2007-04-11,1899-12-31 17:00:00,"High","bit","1,2,3","No",0,0,0,0,0,0,0,0,"starts 17:51:12",1,NA,"wav files, cts","60s","500Hz","0Hz",1500,0.98,NA,-122.94109,34.05491,4235
70,2011,"Spring","CC1104","83.0","SB45","DIFAR",2011-04-21,1899-12-31 16:00:00,"High","bit","1,2,3,A","No",0,0,0,0,0,0,0,0,"starts 16:49:32",1,NA,"wav files, cts","60s","500Hz","0Hz",1500,0.98,NA,-122.94109,34.05491,4235
70,2005,"Fall","CC0511","90.0","SB07","OMNI",2005-11-09,1899-12-31 18:00:00,"High**","bit**","1,2,3,A,B","Yes",0,1,0,1,0,0,0,0,"ends 18:19:59",2,"static takes over 5min 11sec into each 10min file","wav files, cts","60s","500Hz","0Hz",1500,0.98,"Fin Whale",-122.94109,34.05491,4235
70,2011,"Winter","CC1101","73.0","SB51","DIFAR",2011-01-29,1899-12-31 21:00:00,"High","bit to lots","1,2,3,A","adhoc only",0,0,0,0,0,0,0,0,"starts 21:03:27",7,NA,"wav files, cts","60s","500Hz","0Hz",1500,0.98,NA,-122.94109,34.05491,4235
70,2011,"Summer","CC1108","87.0","SB35","DIFAR",2011-08-05,1899-12-31 04:00:00,"Poor","tons","1,2,3,A,B","Yes",0,1,0,1,0,0,0,0,NA,6,"different level of contrast and brightness, still gets blocked out at 5:11 every 10 min","wav files, cts","60s","500Hz","0Hz",1500,0.98,"Blue Whale",-122.94109,34.05491,4235
70,2011,"Summer","CC1108","87.0","SB35","DIFAR",2011-08-05,1899-12-31 03:00:00,"Poor","tons","1,2,3,A,B","Yes",1,1,0,0,0,0,0,0,NA,6,"different level of contrast and brightness, still gets blocked out at 5:11 every 10 min, really breaks down at 3:50:28","wav files, cts","60s","500Hz","0Hz",1500,0.98,"Blue Whale",-122.94109,34.05491,4235
70,2011,"Spring","CC1104","83.0","SB45","DIFAR",2011-04-21,1899-12-31 17:00:00,"High","bit","1,2,3,A","Yes",0,0,0,1,0,0,1,0,NA,4,"break 17:59:59-18:27:46","wav files, cts","60s","500Hz","0Hz",1500,0.98,"Humpback Whale",-122.94109,34.05491,4235
70,2009,"Spring","CC09","80.0","SB24","OMNI",2009-03-20,1899-12-31 21:00:00,"Poor","tons","1,2,3,A,B","No",0,0,0,0,0,0,0,0,"ends 21:21:00",3,"static takes over 7min 48s into every 10 min file","wav files, cts","60s","500Hz","0Hz",1500,0.98,NA,-122.94109,34.05491,4235
70,2011,"Winter","CC1101","87.0","SB29","DIFAR",2011-01-21,1899-12-31 18:00:00,"Medium","lots","1,2,3,A,b","Yes",0,0,0,0,0,0,1,0,"starts 18:18:50",5,NA,"wav files, cts","60s","500Hz","0Hz",1500,0.98,"Humpback Whale",-122.94109,34.05491,4235
70,2010,"Spring","CC1004","73.0","SB39","DIFAR",2010-04-17,1899-12-31 17:00:00,"Medium*","lots*","1,A","No",0,0,0,0,0,0,0,0,"ends 17:30:43",4,"just static with a few minor exceptions for radio interference, etc","wav files, cts","60s","500Hz","0Hz",3000,0.95,NA,-122.94109,34.05491,4235
70,2006,"Spring","CC06","93.0","SB05","OMNI",2006-04-03,1899-12-31 17:00:00,"High**","bit to lots**","1,2,3,A,B","Yes",0,0,0,0,0,0,1,0,"ends 17:44:54",5,"static takes over 5min 11sec into each 10min file","wav files, cts","60s","500Hz","0Hz",1500,0.98,"Humpback Whale",-122.94109,34.05491,4235
70,2011,"Summer","CC1108","87.0","SB35","DIFAR",2011-08-05,1899-12-31 05:00:00,"Poor","tons","1,2,3,A,B","Yes",1,0,0,0,0,0,0,0,"ends 5:18:59",2,"different level of contrast and brightness, still gets blocked out at 5:11 every 10 min","wav files, cts","60s","500Hz","0Hz",1500,0.98,"Blue Whale",-122.94109,34.05491,4235
70,2011,"Fall","CC1110","83.0","SB28","DIFAR",2011-10-27,1899-12-31 19:00:00,"High","bit to lots","1,2,3","Yes",1,1,0,1,0,0,0,0,NA,4,NA,"wav files, cts","60s","500Hz","0Hz",1500,0.98,"Fin Whale",-122.94109,34.05491,4235
70,2011,"Summer","CC1108","87.0","SB35","DIFAR",2011-08-05,1899-12-31 04:00:00,"Poor","tons","1,2,3,A,B","Yes",0,1,0,1,0,0,0,0,NA,6,"different level of contrast and brightness, still gets blocked out at 5:11 every 10 min","wav files, cts","60s","500Hz","0Hz",1500,0.98,"Fin Whale",-122.94109,34.05491,4235
70,2010,"Winter","CC10","93.0","SB04","DIFAR",2010-01-15,1899-12-31 01:00:00,"Poor","bit to tons","1,2,3,A,B","Yes",0,0,0,0,0,0,1,0,NA,2,"blue out and broken 1:25:57","wav files, cts","60s","500Hz","0Hz",3000,0.95,"Humpback Whale",-122.94109,34.05491,4235
70,2007,"Summer","CC07","77.0","SB29","OMNI",2007-07-13,1899-12-31,"Poor","lots to tons","1,2,3,A,B","Yes",0,0,0,0,0,1,0,0,"starts 0:22:01, ends 0:51:42",4,"static takes over 5min 11sec into each 10min file","wav files, cts","60s","500Hz","0Hz",1500,0.98,"Fin Whale",-122.94109,34.05491,4235
70,2006,"Spring","CC06","93.0","SB05","OMNI",2006-04-03,1899-12-31 15:00:00,"Medium**","bit to lots**","1,2,3,A,B","No",0,0,0,0,0,0,0,0,"starts 15:44:44",2,"static takes over 5min 11sec into each 10min file","wav files, cts","60s","500Hz","0Hz",1500,0.98,NA,-122.94109,34.05491,4235
70,2006,"Spring","CC06","93.0","SB05","OMNI",2006-04-03,1899-12-31 16:00:00,"High**","bit to lots**","1,2,3,A,B","Yes",0,0,0,0,0,0,1,0,NA,6,"static takes over 5min 11sec into each 10min file","wav files, cts","60s","500Hz","0Hz",1500,0.98,"Humpback Whale",-122.94109,34.05491,4235
70,2012,"Spring","CC1203","87.0","SB25","DIFAR",2012-03-31,1899-12-31 15:00:00,"Medium","lots","1,2,3","Yes",0,0,0,1,0,0,1,0,"starts 15:15:51",3,NA,"wav files, cts","60s","500Hz","0Hz",40000,0.95,"Humpback Whale",-122.94109,34.05491,4235
70,2005,"Fall","CC0511","90.0","SB07","OMNI",2005-11-09,1899-12-31 16:00:00,"High**","bit**","1,2,3,A,B","Yes",1,0,0,1,0,1,0,0,"starts 16:30:00",3,"static takes over 5min 11sec into each 10min file","wav files, cts","60s","500Hz","0Hz",1500,0.98,"Blue Whale",-122.94109,34.05491,4235
70,2009,"Spring","CC09","80.0","SB24","OMNI",2009-03-20,1899-12-31 20:00:00,"Medium","lots to tons","1,2,3,A,B; dark <30Hz","No",0,0,0,0,0,0,0,0,NA,6,"static takes over 7min 48s into every 10 min file","wav files, cts","60s","500Hz","0Hz",1500,0.98,NA,-122.94109,34.05491,4235
70,2010,"Winter","CC10","70.0","SB35","DIFAR",2010-02-04,1899-12-31 01:00:00,"High","bit","1,2,3,B","Yes",0,0,0,0,0,0,1,0,"ends 1:56:05",1,NA,"wav files, cts","60s","500Hz","0Hz",1500,0.98,"Humpback Whale",-122.94109,34.05491,4235
70,2010,"Winter","CC10","93.0","SB04","DIFAR",2010-01-14,1899-12-31,"High","bit to lots","1,2,3,B","Yes",0,0,0,1,0,0,1,0,NA,2,NA,"wav files, cts","60s","500Hz","0Hz",3000,0.95,"Humpback Whale",-122.94109,34.05491,4235
70,2010,"Fall","CC10","93.0","SB07","DIFAR",2010-10-31,1899-12-31,"Poor","lots to tons","1,2,3,A,B","Yes",1,0,0,0,0,1,0,0,"ends 0:43:00",1,NA,"wav files, cts","60s","500Hz","0Hz",1500,0.98,"Fin Whale",-122.94109,34.05491,4235
70,2008,"Fall","CC0810","80.0","SB25","OMNI",2008-10-26,1899-12-31 23:00:00,"High","bit","1,2,3,A,B","Yes",1,0,0,1,0,0,0,0,"ends 23:52:02",6,"static takes over 7min 48sec into each 10min file","wav files, cts","60s","500Hz","0Hz",1500,0.98,"Blue Whale",-122.94109,34.05491,4235
70,2011,"Fall","CC1110","83.0","SB28","DIFAR",2011-10-27,1899-12-31 19:00:00,"High","bit to lots","1,2,3","Yes",1,1,0,1,0,0,0,0,NA,4,NA,"wav files, cts","60s","500Hz","0Hz",1500,0.98,"Blue Whale",-122.94109,34.05491,4235
70,2011,"Spring","CC1104","90.0","SB21","DIFAR",2011-04-15,1899-12-31 20:00:00,"Poor","tons","1,A","No",0,0,0,0,0,0,0,0,NA,4,"looks broken","wav files, cts","60s","500Hz","0Hz",1500,0.98,NA,-122.94109,34.05491,4235
70,2004,"Summer","CC0407D","87.0","SB18","OMNI",2004-07-20,1899-12-31 19:00:00,"Medium**","lots**","1,2,3,A,B","Yes",1,0,0,0,0,0,0,0,NA,6,"static takes over 5min 11sec into each 10min file","wav files, cts","60s","500Hz","0Hz",1500,0.98,"Blue Whale",-122.94109,34.05491,4235
70,2005,"Fall","CC0511","90.0","SB07","OMNI",2005-11-09,1899-12-31 17:00:00,"High**","bit**","1,2,3,A,B","Yes",1,0,0,1,0,1,0,0,NA,6,"break 17:43:56 to 17:56:23; static takes over 5min 11sec into each 10min file","wav files, cts","60s","500Hz","0Hz",1500,0.98,"Fin Whale",-122.94109,34.05491,4235
70,2005,"Fall","CC0511","90.0","SB07","OMNI",2005-11-09,1899-12-31 17:00:00,"High**","bit**","1,2,3,A,B","Yes",1,0,0,1,0,1,0,0,NA,6,"break 17:43:56 to 17:56:23; static takes over 5min 11sec into each 10min file","wav files, cts","60s","500Hz","0Hz",1500,0.98,"Blue Whale",-122.94109,34.05491,4235
70,2012,"Spring","CC1203","87.0","SB25","DIFAR",2012-03-31,1899-12-31 15:00:00,"Medium","lots","1,2,3","Yes",0,0,0,1,0,0,1,0,"starts 15:15:51",3,NA,"wav files, cts","60s","500Hz","0Hz",40000,0.95,"Fin Whale",-122.94109,34.05491,4235
70,2010,"Winter","CC10","93.0","SB04","DIFAR",2010-01-15,1899-12-31 03:00:00,"Poor","tons","1,A,B","No",0,0,0,0,0,0,0,0,"ends 13:06:55",1,"looks broken","wav files, cts","60s","500Hz","0Hz",3000,0.95,NA,-122.94109,34.05491,4235
70,2011,"Fall","CC1110","83.0","SB28","DIFAR",2011-10-27,1899-12-31 20:00:00,"High","bit to lots","1,2,3,A","Yes",0,0,0,1,0,0,0,0,NA,4,NA,"wav files, cts","60s","500Hz","0Hz",1500,0.98,"Fin Whale",-122.94109,34.05491,4235
70,2010,"Winter","CC10","70.0","SB35","DIFAR",2010-02-03,1899-12-31 23:00:00,"High","bit","1,2,3,A,B","Yes",0,0,0,0,0,0,1,0,"starts 23:45:49",1,NA,"wav files, cts","60s","500Hz","0Hz",1500,0.98,"Humpback Whale",-122.94109,34.05491,4235
70,2007,"Spring","CC07","87.0","SB19","OMNI",2007-04-08,1899-12-31 22:00:00,"Medium","bit to lots","1,2,B","Yes",0,0,0,0,0,0,1,0,"ends 22:04:38",1,NA,"wav files, cts","60s","500Hz","0Hz",1500,0.98,"Humpback Whale",-122.94109,34.05491,4235
70,2010,"Summer","CC1008","87.0","SB23","DIFAR",2010-08-08,1899-12-31 21:00:00,"High","bit to lots","1,2,3,A,B","No",0,0,0,0,0,0,0,0,"ends 21:30:55",5,NA,"wav files, cts","60s","500Hz","0Hz",1500,0.98,NA,-122.94109,34.05491,4235
70,2011,"Spring","CC1104","83.0","SB45","DIFAR",2011-04-21,1899-12-31 18:00:00,"High","bit","1,2,3,A","Yes",0,0,0,0,0,0,1,0,NA,2,NA,"wav files, cts","60s","500Hz","0Hz",1500,0.98,"Humpback Whale",-122.94109,34.05491,4235
70,2011,"Spring","CC1104","83.0","SB45","DIFAR",2011-04-21,1899-12-31 19:00:00,"High","bit to lots","1,2,3,A,B","Yes",0,0,0,0,0,0,1,0,"ends 19:53:23",4,NA,"wav files, cts","60s","500Hz","0Hz",1500,0.98,"Humpback Whale",-122.94109,34.05491,4235
70,2011,"Summer","CC1108","87.0","SB35","DIFAR",2011-08-05,1899-12-31 02:00:00,"Poor","tons","1,2,A,B","No",0,0,0,0,0,0,0,0,"starts 2:21:05",4,"static takes over at 2:35:11, stays at that contrast level, then gets even darker at 45:11 and 55:11","wav files, cts","60s","500Hz","0Hz",1500,0.98,NA,-122.94109,34.05491,4235
70,2004,"Summer","CC0407D","93.0","SB03","OMNI",2004-07-14,1899-12-31 19:00:00,"High**","bit to lots**","1,2,3,A,B","Yes",1,0,0,0,0,0,0,0,NA,6,"static takes over 5min 11sec into each 10min file","wav files, cts","60s","500Hz","0Hz",1500,0.98,"Blue Whale",-122.94109,34.05491,4235
70,2011,"Summer","CC1108","77.0","SB59","DIFAR",2011-08-11,1899-12-31 18:00:00,"Poor","tons","1,2,3,A,B","Yes",0,0,0,1,0,0,0,0,"starts 18:34:35",3,"most files following same 5m11s pattern, first half not bad; adhoc humpback song","wav files, cts","60s","500Hz","0Hz",1500,0.98,"Fin Whale",-122.94109,34.05491,4235
70,2011,"Summer","CC1108","77.0","SB59","DIFAR",2011-08-11,1899-12-31 21:00:00,"Poor","tons","1,2,3","No",0,0,0,0,0,0,0,0,"ends 21:01:08",1,NA,"wav files, cts","60s","500Hz","0Hz",1500,0.98,NA,-122.94109,34.05491,4235
70,2011,"Spring","CC1104","93.0","SB08","DIFAR",2011-04-11,1899-12-31 22:00:00,"Medium","lots","1,2,A,B","No",0,0,0,0,0,0,0,0,"starts 22:43:54",1,NA,"wav files, cts","60s","500Hz","0Hz",1500,0.98,NA,-122.94109,34.05491,4235
70,2007,"Spring","CC07","90.0","SB10","OMNI",2007-04-05,1899-12-31 15:00:00,"Medium**","lots**","1,2,3,A,B","No",0,0,0,0,0,0,0,0,"starts 15:19:18",5,"static takes over 5min 11sec into each 10min file","wav files, cts","60s","500Hz","0Hz",1500,0.98,NA,-122.94109,34.05491,4235
70,2009,"Winter","CC0901","90.0","SB08","OMNI",2009-01-12,1899-12-31 20:00:00,"High","bit to lots","1,2,3,A,B","Yes",0,0,0,1,0,0,1,0,"ends 20:19:00",2,"static takes over 7min 48sec into each 10min file","wav files, cts","60s","500Hz","0Hz",1500,0.98,"Humpback Whale",-122.94109,34.05491,4235
