"station","line","Year","Season","cruise","SB.","D.O.","Date","Hour","Quality","Sarah.s.scale..amt.of.background.","Types.of.Background","Detections.","SpeciesName","Blue.B","Blue.D","Fin.20Hz.Singular","Fin.20Hz.Song","Fin.C.C.","Fin.H.C.","Humpback.Song","Humpback.Non.song","Start.End","duration","Comments","Scan.Method","Time.window","Top.freq","Low.Freq","FFT.Length","Overlap","Order.Occ","latitude.","longitude","cruise"
100,80,2005,"Fall","CC0511NH","SB30","OMNI","11/18/05","17:00:00","High","bit","1,2,B","No",NA,0,0,0,0,0,0,0,0,"starts 17:56:00",1,NA,"wav files, cts","60s","500Hz","0Hz","1500","98%",67,32.81667,-123.90599,"CC0511"
100,80,2009,"Summer","CC0907MA","SB33","OMNI","7/28/09","23:00:00",NA,"lots to tons","1,2,3,A.B","Yes","Humpback whale",0,0,0,0,0,0,1,0,"ends 23:49:00",5,NA,"wav files, cts","60s","500Hz","0Hz","1500","98%",67,32.81667,-123.90599,"CC0907"
100,80,2006,"Fall","CC0611R","SB31","OMNI","11/3/06","18:00:00","Poor","tons","1,2,A,B","No",NA,0,0,0,0,0,0,0,0,"ends 18:39:00",4,"looks broken","wav files, cts","60s","500Hz","0Hz","1500","98%",67,32.81667,-123.90599,"CC061"
100,80,2006,"Fall","CC0611R","SB31","OMNI","11/3/06","16:00:00","Poor","tons","1,2,A,B","No",NA,0,0,0,0,0,0,0,0,NA,6,"looks broken","wav files, cts","60s","500Hz","0Hz","1500","98%",67,32.81667,-123.90599,"CC061"
100,80,2006,"Winter","CC0602","SB30","OMNI","2/17/06","20:00:00","Medium","lots","1,2,3,A","Yes","Fin whale",0,0,0,1,0,0,0,0,NA,6,NA,"wav files, cts","60s","500Hz","0Hz","1500","98%",67,32.81667,-123.90599,"CC06"
100,80,2005,"Summer","CC0507NH","SB29","OMNI","7/14/05","15:00:00","High**","bit**","1,2,3,A","Yes","Blue whale",0,1,0,0,0,0,0,0,"ends 15:35:08",4,"static takes over 5min 11sec into each 10min file","wav files, cts","60s","500Hz","0Hz","1500","98%",67,32.81667,-123.90599,"CC0507"
100,83,2009,"Fall","CC0911NH","SB16","DIFAR","11/16/09","18:00:00","Medium","lots","1,2,3,A,B","No",NA,0,0,0,0,0,0,0,0,NA,7,NA,"wav files, cts","60s","500Hz","0Hz","1500","98%",48,32.24509,-123.49232,"CC0911"
100,83,2005,"Summer","CC0507NH","SB21","OMNI","7/10/05","21:00:00","Poor","lots to tons","1,2,A,B","No",NA,0,0,0,0,0,0,0,0,"starts 21:32:39",5,"static takes over 5min 11sec into each 10min file","wav files, cts","60s","500Hz","0Hz","1500","98%",48,32.24509,-123.49232,"CC0507"
100,83,2009,"Fall","CC0911NH","SB16","DIFAR","11/16/09","19:00:00","Medium","lots to tons","1,2,3,A,B","No",NA,0,0,0,0,0,0,0,0,"ends 19:10:29",2,NA,"wav files, cts","60s","500Hz","0Hz","1500","98%",48,32.24509,-123.49232,"CC0911"
100,83,2005,"Summer","CC0507NH","SB21","OMNI","7/10/05","22:00:00","Medium**","lots**","1,2,3,A,B","No",NA,0,0,0,0,0,0,0,0,NA,6,"static takes over 5min 11sec into each 10min file","wav files, cts","60s","500Hz","0Hz","1500","98%",48,32.24509,-123.49232,"CC0507"
100,83,2006,"Spring","CC0604","SB20","OMNI","4/11/06","18:00:00","Medium**","lots to tons**","1,2,A,B","No",NA,0,0,0,0,0,0,0,0,NA,6,"static takes over 5min 11sec into each 10min file","wav files, cts","60s","500Hz","0Hz","1500","98%",48,32.24509,-123.49232,"CC06"
100,83,2009,"Spring","CC0903","SB17","OMNI","3/17/09","20:00:00","High","bit","1,2,3,A","Yes","Humpback whale",0,0,0,0,0,0,1,0,"ends 20:16:00",2,"static takes over 7min 48s into every 10 min file","wav files, cts","60s","500Hz","0Hz","1500","98%",48,32.24509,-123.49232,"CC09"
100,83,2006,"Fall","CC0611R","SB18","OMNI","10/30/06","17:00:00","Medium**","lots**","1,2,3,A,B","No",NA,0,0,0,0,0,0,0,0,NA,8,"static takes over 5min 11sec into each 10min file","wav files, cts","60s","500Hz","0Hz","1500","98%",48,32.24509,-123.49232,"CC061"
100,83,2007,"Fall","CC0711","SB17","OMNI","11/12/07","23:00:00","High**","bit to lots**","1,2,3,A,B","Yes","Blue whale",0,1,0,0,0,0,0,0,"starts 23:26:52",4,"static takes over 5min 11sec into each 10min file","wav files, cts","60s","500Hz","0Hz","1500","98%",48,32.24509,-123.49232,"CC07"
100,83,2011,"Spring","CC1104SH","SB41","DIFAR","4/20/11","23:00:00","High","bit to lots","1,2,3,A","Yes","Humpback whale",0,0,0,0,0,0,1,0,NA,4,NA,"wav files, cts","60s","500Hz","0Hz","1500","98%",48,32.24509,-123.49232,"CC1104"
100,83,2011,"Summer","CC1108NH","SB41","DIFAR","8/6/11","16:00:00","Poor","tons","1,2,A,B","No",NA,0,0,0,0,0,0,0,0,"starts 16:11:21",5,"static takes over 5min11s in every 10 min; looks broken","wav files, cts","60s","500Hz","0Hz","1500","98%",48,32.24509,-123.49232,"CC1108"
100,83,2012,"Fall","CC1210NH","SB35","DIFAR","10/30/12","1:00:00","Medium","lots","1,2,3,A","No",NA,0,0,0,0,0,0,0,0,"ends 1:41:59",1,"cuts out 1:41:22","wav file, cts","60s","500-1000Hz","0Hz","3500","98%",48,32.24509,-123.49232,"CC1210"
100,83,2007,"Fall","CC0711","SB17","OMNI","11/13/07","0:00:00","High**","bit to lots**","1,2,3,A,B","Yes","Blue whale",1,0,0,0,0,0,0,0,NA,6,"static takes over 5min 11sec into each 10min file","wav files, cts","60s","500Hz","0Hz","1500","98%",48,32.24509,-123.49232,"CC07"
100,83,2009,"Spring","CC0903","SB17","OMNI","3/17/09","19:00:00","Medium","lots","1,2,3,A","Yes","Humpback whale",0,0,0,0,0,0,1,0,NA,6,"static takes over 7min 48s into every 10 min file","wav files, cts","60s","500Hz","0Hz","1500","98%",48,32.24509,-123.49232,"CC09"
100,83,2010,"Winter","CC1001","SB19","DIFAR","1/25/10","18:00:00","High","bit","1,2,3","Yes","Fin whale",0,0,0,1,0,0,1,0,"starts 18:35:01",1,NA,"wav files, cts","60s","500Hz","0Hz","1500","98%",48,32.24509,-123.49232,"CC10"
100,83,2010,"Winter","CC1001","SB19","DIFAR","1/25/10","18:00:00","High","bit","1,2,3","Yes","Humpback whale",0,0,0,1,0,0,1,0,"starts 18:35:01",1,NA,"wav files, cts","60s","500Hz","0Hz","1500","98%",48,32.24509,-123.49232,"CC10"
100,83,2009,"Spring","CC0903","SB17","OMNI","3/17/09","17:00:00","High","bit to lots","1,2,3,A,B","No",NA,0,0,0,0,0,0,0,0,"starts 17:38:12",4,"static takes over 7min 48s into every 10 min file","wav files, cts","60s","500Hz","0Hz","1500","98%",48,32.24509,-123.49232,"CC09"
100,83,2006,"Winter","CC0602","SB24","OMNI","2/13/06","20:00:00","Medium","bit to lots","1,2,3,B","Yes","Humpback whale",0,0,0,0,0,0,1,0,NA,6,NA,"wav files, cts","60s","500Hz","0Hz","1500","98%",48,32.24509,-123.49232,"CC06"
100,83,2007,"Fall","CC0711","SB17","OMNI","11/13/07","1:00:00","High**","bit to lots**","1,2,3,A,B","Yes","Blue whale",1,0,0,0,0,0,0,0,"ends 1:49:00",5,"static takes over 5min 11sec into each 10min file","wav files, cts","60s","500Hz","0Hz","1500","98%",48,32.24509,-123.49232,"CC07"
100,83,2008,"Fall","CC0810NH","SB19","OMNI","10/24/08","1:00:00","Medium","lots","1,2,3,A,B","No",NA,0,0,0,0,0,0,0,0,"ends 1:45:00",5,"static takes over 7min 48sec into each 10min file ","wav files, cts","60s","500Hz","0Hz","1500","98%",48,32.24509,-123.49232,"CC0810"
100,83,2011,"Spring","CC1104SH","SB41","DIFAR","4/20/11","22:00:00","High","bit","1,2,3,A,B","Yes","Humpback whale",0,0,0,0,0,0,1,0,NA,4,NA,"wav files, cts","60s","500Hz","0Hz","1500","98%",48,32.24509,-123.49232,"CC1104"
100,83,2006,"Winter","CC0602","SB24","OMNI","2/13/06","19:00:00","Poor","lots to tons","1,2,3,B","No",NA,0,0,0,0,0,0,0,0,"starts 19:36:11",3,NA,"wav files, cts","60s","500Hz","0Hz","1500","98%",48,32.24509,-123.49232,"CC06"
